Entry	Gene names  (primary )	Entry name	Gene ontology IDs	Organism	Gene names
P0A924	pgpB	PGPB_ECOLI	GO:0009279; GO:0016311; GO:0000810; GO:0046474; GO:0005887; GO:0009252; GO:0008195; GO:0006655; GO:0008962; GO:0009395; GO:0005886; GO:0050380	Escherichia coli (strain K12)	pgpB b1278 JW1270
P0AD42	pgpC	PGPC_ECOLI	GO:0016311; GO:0046474; GO:0005887; GO:0046872; GO:0006655; GO:0008962; GO:0009395	Escherichia coli (strain K12)	pgpC yfhB b2560 JW5408
P77333	pgrR	PGRR_ECOLI	GO:0003677; GO:0071978; GO:0045892; GO:0043565; GO:0003700; GO:0006351	Escherichia coli (strain K12)	pgrR ycjZ b1328 JW1321
P0ABF8	pgsA	PGSA_ECOLI	GO:0008444; GO:0046474; GO:0016021; GO:0005887; GO:0006655; GO:0005886	Escherichia coli (strain K12)	pgsA b1912 JW1897
P0A9J8	pheA	PHEA_ECOLI	GO:0009094; GO:0016597; GO:0046417; GO:0004106; GO:0005737; GO:0004664; GO:0006571	Escherichia coli (strain K12)	pheA b2599 JW2580
P24207	pheP	PHEP_ECOLI	GO:1902475; GO:0015179; GO:0015807; GO:0003333; GO:0015297; GO:0005887; GO:0015823; GO:0005886	Escherichia coli (strain K12)	pheP b0576 JW0565
P0AFJ1	phnA	PHNA_ECOLI	GO:0005829	Escherichia coli (strain K12)	phnA yjdM b4108 JW4069
P16681	phnB	PHNB_ECOLI		Escherichia coli (strain K12)	phnB yjdN b4107 JW4068
P16677	phnC	PHNC_ECOLI	GO:0005524; GO:0043190; GO:0042916; GO:0015416	Escherichia coli (strain K12)	phnC b4106 JW4067
P16683	phnE	PHNE_ECOLI	GO:0005887; GO:0015604	Escherichia coli (strain K12)	phnE b4104 JW4065 b4103
P16684	phnF	PHNF_ECOLI	GO:0003677; GO:0015716; GO:0003700; GO:0006351	Escherichia coli (strain K12)	phnF b4102 JW4063
P16685	phnG	PHNG_ECOLI	GO:0061693; GO:0019700; GO:0015716	Escherichia coli (strain K12)	phnG b4101 JW4062
P16682	phnD	PHND_ECOLI	GO:0043190; GO:0042917; GO:0042916; GO:0042597	Escherichia coli (strain K12)	phnD psiD b4105 JW4066
P16686	phnH	PHNH_ECOLI	GO:0061693; GO:0042802; GO:0019700	Escherichia coli (strain K12)	phnH b4100 JW4061
P16687	phnI	PHNI_ECOLI	GO:0061693; GO:0019700	Escherichia coli (strain K12)	phnI b4099 JW4060
P16688	phnJ	PHNJ_ECOLI	GO:0051539; GO:0042916; GO:0016829; GO:0046872; GO:0019700	Escherichia coli (strain K12)	phnJ b4098 JW4059
P16678	phnK	PHNK_ECOLI	GO:0005524; GO:0016887; GO:0019700; GO:0006810	Escherichia coli (strain K12)	phnK b4097 JW5727
P16679	phnL	PHNL_ECOLI	GO:0005524; GO:0016887; GO:0061693; GO:0019700	Escherichia coli (strain K12)	phnL b4096 JW4057
P16689	phnM	PHNM_ECOLI	GO:0050270; GO:0004000; GO:0005829; GO:0019700	Escherichia coli (strain K12)	phnM b4095 JW4056
P16690	phnN	PHNN_ECOLI	GO:0006015; GO:0005524; GO:0046835; GO:0019634; GO:0033863	Escherichia coli (strain K12)	phnN b4094 JW4055
P16691	phnO	PHNO_ECOLI	GO:0008080; GO:0017189; GO:0033051; GO:0015716; GO:0004596; GO:0031248	Escherichia coli (strain K12)	phnO b4093 JW4054
P16692	phnP	PHNP_ECOLI	GO:0030145; GO:0019700; GO:0008081	Escherichia coli (strain K12)	phnP b4092 JW4053
P0AFJ5	phoB	PHOB_ECOLI	GO:0003677; GO:0001108; GO:0005737; GO:0042802; GO:0006817; GO:0000156; GO:2000142; GO:0006351	Escherichia coli (strain K12)	phoB b0399 JW0389
P02932	phoE	PHOE_ECOLI	GO:0009279; GO:0006811; GO:0046930; GO:0015288	Escherichia coli (strain K12)	phoE ompE b0241 JW0231
P0A9K1	phoH	PHOH_ECOLI	GO:0005524; GO:0005737	Escherichia coli (strain K12)	phoH psiH b1020 JW1005
P0A9K3	ybeZ	PHOL_ECOLI	GO:0005524; GO:0005829	Escherichia coli (strain K12)	ybeZ b0660 JW0657
P23836	phoP	PHOP_ECOLI	GO:0003677; GO:0005829; GO:0042802; GO:0000160; GO:0006355; GO:0006351	Escherichia coli (strain K12)	phoP b1130 JW1116
P23837	phoQ	PHOQ_ECOLI	GO:0005524; GO:0010350; GO:0016021; GO:0005622; GO:0046872; GO:0018106; GO:0004721; GO:0000155; GO:0000160; GO:0005886; GO:0046777; GO:0023014	Escherichia coli (strain K12)	phoQ b1129 JW1115
P08400	phoR	PHOR_ECOLI	GO:0005524; GO:0016036; GO:0016021; GO:0005622; GO:0018106; GO:0006817; GO:0004721; GO:0000155; GO:0000160; GO:0005886; GO:0046777; GO:0006470; GO:0006355; GO:0023014	Escherichia coli (strain K12)	phoR nmpB b0400 JW0390
P0A9K7	phoU	PHOU_ECOLI	GO:0030643; GO:0071236; GO:0034605; GO:0071467; GO:0016036; GO:0009267; GO:0005737; GO:0019897; GO:0000287; GO:0030145; GO:0010629; GO:0032413; GO:0045936; GO:2000186; GO:0009405; GO:0006817; GO:0042803; GO:0001558	Escherichia coli (strain K12)	phoU nmpA b3724 JW3702
P45548	php	PHP_ECOLI	GO:0009056; GO:0016788; GO:0008270	Escherichia coli (strain K12)	php yhfV b3379 JW3342
P00914	phrB	PHR_ECOLI	GO:0003677; GO:0006281; GO:0003904; GO:0000166; GO:0018298	Escherichia coli (strain K12)	phrB phr b0708 JW0698
P77409	ydhU	PHSC_ECOLI	GO:0009055; GO:0016021; GO:0005886; GO:0022904	Escherichia coli (strain K12)	ydhU b1670 JW1660
P0AC86	glgP	PHSG_ECOLI	GO:0016052; GO:0005737; GO:0005980; GO:0008184; GO:0030170	Escherichia coli (strain K12)	glgP glgY b3428 JW3391
P00490	malP	PHSM_ECOLI	GO:0030980; GO:0005737; GO:0005829; GO:0005980; GO:0008184; GO:0031220; GO:0030170	Escherichia coli (strain K12)	malP b3417 JW5689
C5A0E6	hyuA	PHYDA_ECOBW	GO:0005737; GO:0016812; GO:0046872; GO:0006208	Escherichia coli (strain K12 / MC4100 / BW2952)	hyuA BWG_2599
B1XEG2	hyuA	PHYDA_ECODH	GO:0005737; GO:0016812; GO:0046872; GO:0006208	Escherichia coli (strain K12 / DH10B)	hyuA ECDH10B_3048
Q46806	hyuA	PHYDA_ECOLI	GO:0005737; GO:0016812; GO:0042802; GO:0046872; GO:0006208	Escherichia coli (strain K12)	hyuA ygeZ b2873 JW2841
P10030	pifC	PIFC_ECOLI	GO:0003677; GO:0006355; GO:0006351	Escherichia coli (strain K12)	pifC C repC ECOK12F041
P96329	pifA	PIFA_ECOLI		Escherichia coli (strain K12)	pifA ECOK12F040
P04737	traA	PIL1_ECOLI	GO:0000746; GO:0005576; GO:0016021; GO:0005886	Escherichia coli (strain K12)	traA ECOK12F074
C4ZZP7	pcm	PIMT_ECOBW	GO:0005737; GO:0030091; GO:0004719	Escherichia coli (strain K12 / MC4100 / BW2952)	pcm BWG_2479
B1XCR9	pcm	PIMT_ECODH	GO:0005737; GO:0030091; GO:0004719	Escherichia coli (strain K12 / DH10B)	pcm ECDH10B_2911
P0A7A5	pcm	PIMT_ECOLI	GO:0005737; GO:0006479; GO:0030091; GO:0004719	Escherichia coli (strain K12)	pcm b2743 JW2713
P76611	pinH	PINH_ECOLI	GO:0003677; GO:0015074; GO:0000150	Escherichia coli (strain K12)	pinH b2648 JW5423
P03014	pinE	PINE_ECOLI	GO:0003677; GO:0015074; GO:0006310; GO:0000150	Escherichia coli (strain K12)	pinE pin b1158 JW1144
P77170	pinQ	PINQ_ECOLI	GO:0003677; GO:0015074; GO:0006310; GO:0000150	Escherichia coli (strain K12)	pinQ ydfL b1545 JW1538
P0ADI0	pinR	PINR_ECOLI	GO:0003677; GO:0015074; GO:0006310; GO:0000150	Escherichia coli (strain K12)	pinR ynaD b1374 JW1368
P0AFJ7	pitA	PITA_ECOLI	GO:0005315; GO:0005887; GO:0035435; GO:0005886; GO:0015992; GO:0015295; GO:0071577; GO:0005385	Escherichia coli (strain K12)	pitA pit b3493 JW3460
P43676	pitB	PITB_ECOLI	GO:0005315; GO:0016021; GO:0005887; GO:0035435; GO:0006817; GO:0005886	Escherichia coli (strain K12)	pitB b2987 JW2955
P76594	pka	PKA_ECOLI	GO:0005524; GO:0048037; GO:0018393; GO:0004468; GO:0046872; GO:0052858; GO:0009408; GO:0006979	Escherichia coli (strain K12)	pka patZ yfiQ b2584 JW2568
P0AA47	plaP	PLAP_ECOLI	GO:1902475; GO:0015179; GO:0015807; GO:0003333; GO:0015297; GO:0048870; GO:0005887; GO:0005886; GO:0015992; GO:0015489; GO:0015847; GO:0015295	Escherichia coli (strain K12)	plaP yeeF b2014 JW5330
P07000	pldB	PLDB_ECOLI	GO:0006629; GO:0004622; GO:0016020; GO:0005886; GO:0016747	Escherichia coli (strain K12)	pldB b3825 JW5584
P76002	pliG	PLIG_ECOLI	GO:0005829; GO:0060241; GO:0043086; GO:0042597	Escherichia coli (strain K12)	pliG ycgK b1178 JW1167
C5A134	plsB	PLSB_ECOBW	GO:0016024; GO:0004366; GO:0005886	Escherichia coli (strain K12 / MC4100 / BW2952)	plsB BWG_3754
P0A7A7	plsB	PLSB_ECOLI	GO:0016024; GO:0006631; GO:0004366; GO:0005887; GO:0008654	Escherichia coli (strain K12)	plsB b4041 JW4001
B1XC40	plsB	PLSB_ECODH	GO:0016024; GO:0004366; GO:0005886	Escherichia coli (strain K12 / DH10B)	plsB ECDH10B_4230
P26647	plsC	PLSC_ECOLI	GO:0003841; GO:0016024; GO:0046474; GO:0005886	Escherichia coli (strain K12)	plsC parF b3018 JW2986
C4ZS30	plsX	PLSX_ECOBW	GO:0005737; GO:0006633; GO:0016616; GO:0008654; GO:0016747	Escherichia coli (strain K12 / MC4100 / BW2952)	plsX BWG_0938
B1XA00	plsX	PLSX_ECODH	GO:0005737; GO:0006633; GO:0016616; GO:0008654; GO:0016747	Escherichia coli (strain K12 / DH10B)	plsX ECDH10B_1162
P27247	plsX	PLSX_ECOLI	GO:0005737; GO:0006633; GO:0016616; GO:0008654; GO:0016747	Escherichia coli (strain K12)	plsX b1090 JW5156
C4ZQX6	plsY	PLSY_ECOBW	GO:0043772; GO:0004366; GO:0016021; GO:0008654; GO:0005886	Escherichia coli (strain K12 / MC4100 / BW2952)	plsY ygiH BWG_2770
B1XG64	plsY	PLSY_ECODH	GO:0043772; GO:0004366; GO:0016021; GO:0008654; GO:0005886	Escherichia coli (strain K12 / DH10B)	plsY ygiH ECDH10B_3234
P60782	plsY	PLSY_ECOLI	GO:0043772; GO:0004366; GO:0016021; GO:0008654; GO:0005886	Escherichia coli (strain K12)	plsY ygiH b3059 JW3031
P0AFK0	pmbA	PMBA_ECOLI	GO:0005737; GO:0005829; GO:0008237; GO:0006508	Escherichia coli (strain K12)	pmbA tldE b4235 JW4194
P37590	pmrD	PMRD_ECOLI	GO:0046677	Escherichia coli (strain K12)	pmrD b2259 JW2254
G3MTW7	pmrR	PMRR_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	pmrR b4703 JW4072.1
P21369	pncA	PNCA_ECOLI	GO:0008936; GO:0019363	Escherichia coli (strain K12)	pncA nam ydjB b1768 JW1757
B1X8N5	pncB	PNCB_ECODH	GO:0009435; GO:0016874; GO:0019357; GO:0004516; GO:0004514	Escherichia coli (strain K12 / DH10B)	pncB ECDH10B_1001
C4ZQ57	pncB	PNCB_ECOBW	GO:0009435; GO:0016874; GO:0019357; GO:0004516; GO:0004514	Escherichia coli (strain K12 / MC4100 / BW2952)	pncB BWG_0783
P18133	pncB	PNCB_ECOLI	GO:0009435; GO:0005829; GO:0016879; GO:0019357; GO:0004516; GO:0004514; GO:0009408	Escherichia coli (strain K12)	pncB b0931 JW0914
P0A6G3	pncC	PNCC_ECOLI	GO:0019159; GO:0019363	Escherichia coli (strain K12)	pncC ygaD b2700 JW2670
C4ZSQ5	pnp	PNP_ECOBW	GO:0000175; GO:0003723; GO:0006396; GO:0005737; GO:0006402; GO:0000287; GO:0004654	Escherichia coli (strain K12 / MC4100 / BW2952)	pnp BWG_2868
B1XGX6	pnp	PNP_ECODH	GO:0000175; GO:0003723; GO:0006396; GO:0005737; GO:0006402; GO:0000287; GO:0004654	Escherichia coli (strain K12 / DH10B)	pnp ECDH10B_3337
P05055	pnp	PNP_ECOLI	GO:0000175; GO:0003723; GO:0090503; GO:0006396; GO:0035438; GO:0005829; GO:0042802; GO:0006402; GO:0000287; GO:0016020; GO:0004654; GO:0009408	Escherichia coli (strain K12)	pnp b3164 JW5851
P07001	pntA	PNTA_ECOLI	GO:0051287; GO:0008750; GO:0050661; GO:0006740; GO:0005887; GO:0005886; GO:0046983; GO:0015992	Escherichia coli (strain K12)	pntA b1603 JW1595
P0AFK2	pnuC	PNUC_ECOLI	GO:0016021; GO:0034257; GO:0034258; GO:0005886	Escherichia coli (strain K12)	pnuC b0751 JW0734
P0AB67	pntB	PNTB_ECOLI	GO:0008750; GO:0008746; GO:0050661; GO:0006740; GO:0005887; GO:0005886	Escherichia coli (strain K12)	pntB b1602 JW1594
P69874	potA	POTA_ECOLI	GO:0005524; GO:0043190; GO:1902047; GO:0015417; GO:0015594; GO:0015595	Escherichia coli (strain K12)	potA b1126 JW1112
P0AFK4	potB	POTB_ECOLI	GO:0016021; GO:0005886; GO:1902047; GO:0015846; GO:0015417	Escherichia coli (strain K12)	potB b1125 JW1111
P0AFK6	potC	POTC_ECOLI	GO:0016021; GO:0005886; GO:1902047; GO:0015846; GO:0015417	Escherichia coli (strain K12)	potC b1124 JW1110
P0AFK9	potD	POTD_ECOLI	GO:0030288; GO:0019808; GO:1902047; GO:0015846; GO:0015417	Escherichia coli (strain K12)	potD b1123 JW1109
P0AAF1	potE	POTE_ECOLI	GO:1903352; GO:0003333; GO:0005887; GO:0005886; GO:0015847; GO:0015496; GO:0015293	Escherichia coli (strain K12)	potE b0692 JW0679
P31135	potH	POTH_ECOLI	GO:0016021; GO:0005886; GO:0015847; GO:0015594	Escherichia coli (strain K12)	potH b0856 JW0840
P0AFL1	potI	POTI_ECOLI	GO:0016021; GO:0005886; GO:0015847; GO:0015594	Escherichia coli (strain K12)	potI b0857 JW0841
P31133	potF	POTF_ECOLI	GO:0030288; GO:0019808; GO:0015847; GO:0015594	Escherichia coli (strain K12)	potF b0854 JW0838
P31134	potG	POTG_ECOLI	GO:0005524; GO:0043190; GO:0015847; GO:0015594	Escherichia coli (strain K12)	potG b0855 JW5818
P07003	poxB	POXB_ECOLI	GO:0005829; GO:0050660; GO:0042802; GO:0008289; GO:0000287; GO:0005886; GO:0051289; GO:0042867; GO:0052737; GO:0006090; GO:0030976	Escherichia coli (strain K12)	poxB b0871 JW0855
P07102	appA	PPA_ECOLI	GO:0008707; GO:0003993; GO:0071454; GO:0016036; GO:0016311; GO:0042597	Escherichia coli (strain K12)	appA b0980 JW0963
P00634	phoA	PPB_ECOLI	GO:0004035; GO:0016311; GO:0033748; GO:0000287; GO:0030288; GO:0055114; GO:0030613; GO:0042597; GO:0008270	Escherichia coli (strain K12)	phoA b0383 JW0374
P33554	ppdA	PPDA_ECOLI		Escherichia coli (strain K12)	ppdA b2826 JW2794
P36647	ppdD	PPDD_ECOLI	GO:0009289	Escherichia coli (strain K12)	ppdD b0108 JW0104
P08372	ppdC	PPDC_ECOLI		Escherichia coli (strain K12)	ppdC ygdA b2823 JW2791
P08371	ppdB	PPDB_ECOLI		Escherichia coli (strain K12)	ppdB ygdC b2825 JW5451
P0AFL3	ppiA	PPIA_ECOLI	GO:0030288; GO:0003755; GO:0006457; GO:0000413	Escherichia coli (strain K12)	ppiA rot rotA b3363 JW3326
P23869	ppiB	PPIB_ECOLI	GO:0005829; GO:0003755; GO:0006457; GO:0000413	Escherichia coli (strain K12)	ppiB b0525 JW0514
P0A9L5	ppiC	PPIC_ECOLI	GO:0005737; GO:0003755; GO:0000413	Escherichia coli (strain K12)	ppiC parVA b3775 JW3748
P0ADY1	ppiD	PPID_ECOLI	GO:0061077; GO:0042802; GO:0071575; GO:0003755	Escherichia coli (strain K12)	ppiD ybaU b0441 JW0431
P0A7B1	ppk	PPK_ECOLI	GO:0005524; GO:0006757; GO:0005829; GO:0016778; GO:0031241; GO:0016776; GO:0005886; GO:0006799; GO:0008976; GO:0009358; GO:0043751; GO:0046777	Escherichia coli (strain K12)	ppk b2501 JW2486
Q46836	pppA	PPPA_ECOLI	GO:0004190; GO:0004175; GO:0016021; GO:0005886; GO:0006508	Escherichia coli (strain K12)	pppA yghH b2972 JW2939
P23538	ppsA	PPSA_ECOLI	GO:0005524; GO:0005829; GO:0006094; GO:0000287; GO:0006090; GO:0008986	Escherichia coli (strain K12)	ppsA pps b1702 JW1692
B1XDG9	pptA	PPTA_ECODH	GO:0006725; GO:0005737; GO:0016862	Escherichia coli (strain K12 / DH10B)	pptA ECDH10B_1592
C4ZWN2	pptA	PPTA_ECOBW	GO:0006725; GO:0005737; GO:0016862	Escherichia coli (strain K12 / MC4100 / BW2952)	pptA BWG_1284
P31992	pptA	PPTA_ECOLI	GO:0006725; GO:0005737; GO:0016862	Escherichia coli (strain K12)	pptA ydcE b1461 JW1456
P0AFL6	ppx	PPX_ECOLI	GO:0004309; GO:0005886; GO:0006798	Escherichia coli (strain K12)	ppx b2502 JW2487
P0AFL9	pqiA	PQIA_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	pqiA pqi5A b0950 JW0933
P43671	pqiB	PQIB_ECOLI	GO:0016021; GO:0005886	Escherichia coli (strain K12)	pqiB pqi5B b0951 JW0934
P31828	pqqL	PQQL_ECOLI	GO:0005829; GO:0046872; GO:0004222	Escherichia coli (strain K12)	pqqL yddC b1494 JW1489
P23865	prc	PRC_ECOLI	GO:0004175; GO:0030288; GO:0005886; GO:0030163; GO:0006508; GO:0046677; GO:0008236	Escherichia coli (strain K12)	prc tsp b1830 JW1819
P25889	preA	PREA_ECOLI	GO:0051539; GO:0003954; GO:0005737; GO:0004159; GO:0051536; GO:0046872; GO:0006208	Escherichia coli (strain K12)	preA yeiA b2147 JW2134
P76440	preT	PRET_ECOLI	GO:0003954; GO:0005737; GO:0004159; GO:0051536; GO:0006208	Escherichia coli (strain K12)	preT yeiT b2146 JW2133
P17888	priA	PRIA_ECOLI	GO:0005524; GO:0043140; GO:0003677; GO:0006310; GO:0006260; GO:0006270; GO:0006269; GO:0006268; GO:0006261; GO:0006302; GO:0004386; GO:0006276; GO:1990077; GO:0046677; GO:0010332; GO:0008270	Escherichia coli (strain K12)	priA b3935 JW3906
C4ZR78	priB	PRIB_ECOBW	GO:0006269; GO:1990077; GO:0003697	Escherichia coli (strain K12 / MC4100 / BW2952)	priB BWG_3913
P07013	priB	PRIB_ECOLI	GO:0006270; GO:0006269; GO:0006276; GO:1990077; GO:0003697	Escherichia coli (strain K12)	priB b4201 JW4159
P23862	priC	PRIC_ECOLI	GO:0003677; GO:0006270; GO:0006269; GO:0006261; GO:1990077	Escherichia coli (strain K12)	priC b0467 JW0456
P15373	prlF	PRLF_ECOLI	GO:0003677; GO:0005737; GO:0019899; GO:0042802; GO:0045892; GO:0001558; GO:0097351; GO:0003700; GO:0006351	Escherichia coli (strain K12)	prlF sohA b3129 JW3098
P0A8T1	prmA	PRMA_ECOLI	GO:0018012; GO:0005829; GO:0018023; GO:0016279	Escherichia coli (strain K12)	prmA yhdI b3259 JW3227
C4ZSZ5	prmA	PRMA_ECOBW	GO:0005737; GO:0008276	Escherichia coli (strain K12 / MC4100 / BW2952)	prmA BWG_2958
B1XHM8	prmA	PRMA_ECODH	GO:0005737; GO:0008276	Escherichia coli (strain K12 / DH10B)	prmA ECDH10B_3434
P39199	prmB	PRMB_ECOLI	GO:0008757; GO:0005829; GO:0003676; GO:0018364; GO:0006479; GO:0008276; GO:0036009; GO:0009007	Escherichia coli (strain K12)	prmB yfcB b2330 JW5841
P0ACC1	prmC	PRMC_ECOLI	GO:0008757; GO:0003676; GO:0018364; GO:0006479; GO:0008276; GO:0036009; GO:0010468; GO:0006415	Escherichia coli (strain K12)	prmC hemK b1212 JW1203
B1XDY6	proA	PROA_ECODH	GO:0055129; GO:0050661; GO:0005737; GO:0004350	Escherichia coli (strain K12 / DH10B)	proA ECDH10B_0225
C4ZTA0	proA	PROA_ECOBW	GO:0055129; GO:0050661; GO:0005737; GO:0004350	Escherichia coli (strain K12 / MC4100 / BW2952)	proA BWG_0225
P07004	proA	PROA_ECOLI	GO:0055129; GO:0050661; GO:0005737; GO:0005829; GO:0004350	Escherichia coli (strain K12)	proA b0243 JW0233
C4ZT99	proB	PROB_ECOBW	GO:0005524; GO:0055129; GO:0003723; GO:0005737; GO:0004349	Escherichia coli (strain K12 / MC4100 / BW2952)	proB BWG_0224
B1XDY5	proB	PROB_ECODH	GO:0005524; GO:0055129; GO:0003723; GO:0005737; GO:0004349	Escherichia coli (strain K12 / DH10B)	proB ECDH10B_0224
P0A7B5	proB	PROB_ECOLI	GO:0005524; GO:0055129; GO:0003723; GO:0005737; GO:0005829; GO:0004349; GO:0000287; GO:0006561	Escherichia coli (strain K12)	proB b0242 JW0232
P0C0L7	proP	PROP_ECOLI	GO:0006865; GO:0031460; GO:0015653; GO:0016021; GO:0005887; GO:0005886	Escherichia coli (strain K12)	proP b4111 JW4072
C4ZZI8	proQ	PROQ_ECOBW	GO:0033592; GO:0034057; GO:0005737; GO:0010608	Escherichia coli (strain K12 / MC4100 / BW2952)	proQ BWG_1645
B1XH99	proQ	PROQ_ECODH	GO:0033592; GO:0034057; GO:0005737; GO:0010608	Escherichia coli (strain K12 / DH10B)	proQ ECDH10B_1970
P45577	proQ	PROQ_ECOLI	GO:0033592; GO:0034057; GO:0006974; GO:0005829; GO:0010608	Escherichia coli (strain K12)	proQ yebJ yobE yoeC b1831 JW5300
P14175	proV	PROV_ECOLI	GO:0005524; GO:0016887; GO:0003333; GO:0015171; GO:0031460; GO:0005886	Escherichia coli (strain K12)	proV b2677 JW2652
P14176	proW	PROW_ECOLI	GO:0006865; GO:0015871; GO:0016021; GO:0005886; GO:0005215	Escherichia coli (strain K12)	proW b2678 JW2653
P0AFM2	proX	PROX_ECOLI	GO:0006865; GO:0042597; GO:0005215	Escherichia coli (strain K12)	proX proU b2679 JW2654
P0AAE2	proY	PROY_ECOLI	GO:1902475; GO:0015179; GO:0015807; GO:0003333; GO:0015297; GO:0005887; GO:0005886	Escherichia coli (strain K12)	proY yajM b0402 JW5055
P55798	pphA	PRP1_ECOLI	GO:0046872; GO:0006470; GO:0008138; GO:0009266	Escherichia coli (strain K12)	pphA prpA yebX b1838 JW1827
P55799	pphB	PRP2_ECOLI	GO:0046872; GO:0004721; GO:0006470	Escherichia coli (strain K12)	pphB prpB ygbH b2734 JW2704
P77541	prpB	PRPB_ECOLI	GO:0005737; GO:0006097; GO:0000287; GO:0046421; GO:0019629; GO:0046912	Escherichia coli (strain K12)	prpB yahQ b0331 JW0323
P31660	prpC	PRPC_ECOLI	GO:0050440; GO:0004108; GO:0005737; GO:0019679; GO:0006099	Escherichia coli (strain K12)	prpC yahS yzzD b0333 JW0324
P77243	prpD	PRPD_ECOLI	GO:0051537; GO:0047547; GO:0003994; GO:0019629; GO:0019679; GO:0006099	Escherichia coli (strain K12)	prpD yahT b0334 JW0325
P77495	prpE	PRPE_ECOLI	GO:0005524; GO:0019629; GO:0050218	Escherichia coli (strain K12)	prpE yahU b0335 JW0326
P77743	prpR	PRPR_ECOLI	GO:0005524; GO:0005737; GO:0045892; GO:0000156; GO:0000160; GO:0045893; GO:0019629; GO:0043565; GO:0003700; GO:0044212; GO:0006351	Escherichia coli (strain K12)	prpR yahP b0330 JW0322
P02338	tpr	PRTL_ECOLI		Escherichia coli (strain K12)	tpr b1229 JW1219
C5A1F4	psd	PSD_ECOBW	GO:0006646; GO:0004609	Escherichia coli (strain K12 / MC4100 / BW2952)	psd BWG_3875
B1XDR4	psd	PSD_ECODH	GO:0006646; GO:0004609	Escherichia coli (strain K12 / DH10B)	psd ECDH10B_4355
P0A8K1	psd	PSD_ECOLI	GO:0006646; GO:0004609; GO:0008654; GO:0005886	Escherichia coli (strain K12)	psd b4160 JW4121
P10031	psiB	PSIB1_ECOLI		Escherichia coli (strain K12)	psiB ECOK12F063
P18148	psiA	PSIA1_ECOLI		Escherichia coli (strain K12)	psiA ECOK12F064
B1XC29	psiE	PSIE_ECODH	GO:0016036; GO:0016021; GO:0005886	Escherichia coli (strain K12 / DH10B)	psiE ECDH10B_4219
C5A0W8	psiE	PSIE_ECOBW	GO:0016036; GO:0016021; GO:0005886	Escherichia coli (strain K12 / MC4100 / BW2952)	psiE BWG_3687
P0A7C8	psiE	PSIE_ECOLI	GO:0016036; GO:0016021; GO:0005886	Escherichia coli (strain K12)	psiE yjbA b4030 JW3990
P0AFM4	psiF	PSIF_ECOLI		Escherichia coli (strain K12)	psiF b0384 JW5054
P0AFM6	pspA	PSPA_ECOLI	GO:0005829; GO:0009271; GO:0005886; GO:0009408	Escherichia coli (strain K12)	pspA b1304 JW1297
P0AFM9	pspB	PSPB_ECOLI	GO:0016021; GO:0009271; GO:0005886; GO:0045893; GO:0006351	Escherichia coli (strain K12)	pspB b1305 JW1298
P0AFN2	pspC	PSPC_ECOLI	GO:0016021; GO:0005886; GO:0006355; GO:0006351	Escherichia coli (strain K12)	pspC b1306 JW1299
P0AFV8	pspD	PSPD_ECOLI	GO:0005737; GO:0009271; GO:0005886	Escherichia coli (strain K12)	pspD b1307 JW1300
P37344	pspF	PSPF_ECOLI	GO:0005524; GO:0003677; GO:0005737; GO:0045892; GO:0000156; GO:0000160; GO:0045893; GO:0006355; GO:0043565; GO:0003700; GO:0044212; GO:0006351	Escherichia coli (strain K12)	pspF ycjB b1303 JW1296
P23857	pspE	PSPE_ECOLI	GO:0030288; GO:0042597; GO:0004792	Escherichia coli (strain K12)	pspE b1308 JW1301
P32696	pspG	PSPG_ECOLI	GO:0016021; GO:0009271; GO:0005886	Escherichia coli (strain K12)	pspG yjbO b4050 JW5716
C4ZYG5	ppsR	PSRP_ECOBW	GO:0043531; GO:0005524; GO:0016776; GO:0006470; GO:0004674	Escherichia coli (strain K12 / MC4100 / BW2952)	ppsR BWG_1517
P0A8A4	ppsR	PSRP_ECOLI	GO:0043531; GO:0005524; GO:0005829; GO:0030234; GO:0016776; GO:0006470; GO:0004674; GO:0050790	Escherichia coli (strain K12)	ppsR ydiA b1703 JW1693
B1XG10	ppsR	PSRP_ECODH	GO:0043531; GO:0005524; GO:0016776; GO:0006470; GO:0004674	Escherichia coli (strain K12 / DH10B)	ppsR ECDH10B_1839
P23830	pssA	PSS_ECOLI	GO:0003882; GO:0005829; GO:0008654; GO:0005886	Escherichia coli (strain K12)	pssA pss b2585 JW2569
P07654	pstA	PSTA_ECOLI	GO:0006974; GO:0005315; GO:0005887; GO:0035435; GO:0015415; GO:0006817	Escherichia coli (strain K12)	pstA phoT b3726 JW3704
P0AAH0	pstB	PSTB_ECOLI	GO:0005524; GO:0043190; GO:0005315; GO:0015415; GO:0006817; GO:0005886	Escherichia coli (strain K12)	pstB phoT b3725 JW3703
P0AGH8	pstC	PSTC_ECOLI	GO:0005315; GO:0005887; GO:0035435; GO:0015415; GO:0006817; GO:0005886	Escherichia coli (strain K12)	pstC phoW b3727 JW3705
P0AG82	pstS	PSTS_ECOLI	GO:0043190; GO:0006974; GO:0016036; GO:0042597; GO:0042301; GO:0015415; GO:0006817; GO:0005886	Escherichia coli (strain K12)	pstS phoS b3728 JW3706
